variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95,menu_count
count2_node16_node256,uuid_fixture,65536,0,0,0.0,lookup_success,25,15.2946552,2.204733099546367,0.864255375022176,2
count2_node16_node256,uuid_fixture,100000,0,0,0.0,insert,100,6.30657699,1.4895927627181718,0.29196018149276165,2
count2_node16_node256,uuid_fixture,100000,0,0,0.0,lookup_absent_early,100,274.38616245000003,19.908568377975286,3.9020794020831557,2
count2_node16_node256,uuid_fixture,100000,0,0,0.0,lookup_absent_late,100,18.07481675,3.7345590783643487,0.7319735793594123,2
count2_node16_node256,uuid_fixture,100000,0,0,0.0,lookup_success,100,11.3218452,2.766692076066608,0.5422716469090552,2
count2_node16_node256,words_fixture,4096,0,0,0.0,insert,25,8.73520504,0.7406171066166976,0.29032190579374545,2
count2_node16_node256,words_fixture,4096,0,0,0.0,lookup_absent_early,25,261.63895851999996,21.861115346322762,8.569557215758524,2
count2_node16_node256,words_fixture,4096,0,0,0.0,lookup_absent_late,25,19.822085480000002,0.9198137996737495,0.3605670094721098,2
count2_node16_node256,words_fixture,4096,0,0,0.0,lookup_success,25,12.17620668,0.39779200057920955,0.15593446422705012,2
count2_node16_node256,words_fixture,8192,0,0,0.0,insert,25,7.760181159999999,0.5754067349817054,0.22555944011282852,2
count2_node16_node256,words_fixture,8192,0,0,0.0,lookup_absent_early,25,243.51340100000002,15.824492875554172,6.203201207217235,2
count2_node16_node256,words_fixture,8192,0,0,0.0,lookup_absent_late,25,18.49911352,0.6420889599450713,0.251698872298468,2
